x,y
779.128137,1157.754011
784.676354,1387.700535
786.525760,1237.967914
788.375165,783.422460
790.224571,382.352941
792.073976,312.834225
793.923382,227.272727
795.772787,192.513369
797.622193,176.470588
799.471598,149.732620
801.321004,139.037433
803.170410,131.016043
805.019815,114.973262
806.869221,104.278075
808.718626,96.256684
812.417437,82.887701
814.266843,77.540107
816.116248,72.192513
817.965654,72.192513
819.815059,72.192513
821.664465,69.518717
829.062087,74.866310
830.911493,77.540107
832.760898,80.213904
834.610304,82.887701
836.459709,88.235294
838.309115,88.235294
840.158520,85.561497
842.007926,82.887701
843.857332,82.887701
845.706737,80.213904
847.556143,77.540107
849.405548,74.866310
851.254954,72.192513
853.104359,72.192513
854.953765,72.192513
856.803170,69.518717
858.652576,66.844920
860.501982,66.844920
862.351387,66.844920
864.200793,64.171123
866.050198,66.844920
867.899604,66.844920
869.749009,66.844920
871.598415,72.192513
873.447820,77.540107
875.297226,80.213904
877.146631,85.561497
878.996037,90.909091
880.845443,96.256684
882.694848,93.582888
884.544254,88.235294
886.393659,82.887701
888.243065,77.540107
890.092470,77.540107
891.941876,80.213904
893.791281,90.909091
895.640687,104.278075
897.490092,211.229947
899.339498,248.663102
901.188904,422.459893
903.038309,451.871658
904.887715,403.743316
906.737120,296.791444
908.586526,168.449198
910.435931,122.994652
912.285337,96.256684
914.134742,88.235294
915.984148,88.235294
917.833554,88.235294
919.682959,90.909091
921.532365,96.256684
923.381770,112.299465
925.231176,133.689840
927.080581,173.796791
928.929987,205.882353
930.779392,312.834225
932.628798,459.893048
934.478203,550.802139
936.327609,593.582888
938.177015,708.556150
940.026420,847.593583
941.875826,938.502674
943.725231,791.443850
945.574637,705.882353
947.424042,564.171123
949.273448,398.395722
951.122853,245.989305
952.972259,189.839572
954.821664,139.037433
956.671070,117.647059
958.520476,101.604278
960.369881,90.909091
971.466314,56.149733
973.315720,58.823529
975.165125,56.149733
977.014531,53.475936
978.863937,50.802139
980.713342,50.802139
982.562748,50.802139
984.412153,50.802139
986.261559,50.802139
988.110964,50.802139
989.960370,48.128342
991.809775,48.128342
1010.303831,50.802139
1012.153236,50.802139
1014.002642,50.802139
1015.852048,50.802139
1017.701453,50.802139
1019.550859,50.802139
1021.400264,50.802139
1023.249670,50.802139
1025.099075,50.802139
1026.948481,50.802139
1028.797886,50.802139
1030.647292,53.475936
1032.496697,56.149733
1034.346103,56.149733
1036.195509,56.149733
1038.044914,61.497326
1039.894320,61.497326
1041.743725,66.844920
1043.593131,74.866310
1045.442536,82.887701
1047.291942,98.930481
1049.141347,112.299465
1050.990753,122.994652
1052.840159,136.363636
1054.689564,139.037433
1056.538970,139.037433
1058.388375,133.689840
1060.237781,117.647059
1062.087186,98.930481
1063.936592,90.909091
1065.785997,85.561497
1067.635403,80.213904
1069.484808,77.540107
1071.334214,77.540107
1073.183620,77.540107
1075.033025,85.561497
1076.882431,101.604278
1078.731836,133.689840
1080.581242,165.775401
1082.430647,176.470588
1084.280053,171.122995
1086.129458,152.406417
1087.978864,104.278075
1089.828269,88.235294
1091.677675,80.213904
1093.527081,66.844920
1095.376486,61.497326
1097.225892,61.497326
1099.075297,61.497326
1100.924703,58.823529
1102.774108,58.823529
1104.623514,58.823529
1106.472919,61.497326
1108.322325,61.497326
1110.171731,61.497326
1112.021136,61.497326
1113.870542,56.149733
1115.719947,61.497326
1117.569353,61.497326
1119.418758,61.497326
1121.268164,66.844920
1123.117569,69.518717
1124.966975,72.192513
1126.816380,72.192513
1128.665786,77.540107
1130.515192,88.235294
1132.364597,98.930481
1134.214003,122.994652
1136.063408,144.385027
1137.912814,192.513369
1139.762219,213.903743
1141.611625,237.967914
1143.461030,237.967914
1145.310436,219.251337
1147.159841,195.187166
1149.009247,165.775401
1150.858653,147.058824
1152.708058,122.994652
1154.557464,112.299465
1156.406869,104.278075
1158.256275,96.256684
1160.105680,93.582888
1161.955086,93.582888
1163.804491,90.909091
1167.503303,106.951872
1169.352708,122.994652
1171.202114,122.994652
1173.051519,122.994652
1176.750330,109.625668
1178.599736,104.278075
1180.449141,101.604278
1182.298547,101.604278
1184.147952,112.299465
1185.997358,120.320856
1187.846764,131.016043
1189.696169,155.080214
1191.545575,171.122995
1193.394980,197.860963
1195.244386,213.903743
1197.093791,216.577540
1198.943197,219.251337
1200.792602,256.684492
1202.642008,294.117647
1204.491413,347.593583
1206.340819,393.048128
1208.190225,491.978610
1210.039630,569.518717
1211.889036,639.037433
1213.738441,622.994652
1215.587847,558.823529
1217.437252,483.957219
1219.286658,398.395722
1221.136063,350.267380
1226.684280,307.486631
1228.533686,294.117647
1230.383091,275.401070
1232.232497,245.989305
1234.081902,200.534759
1235.931308,157.754011
1237.780713,141.711230
1239.630119,125.668449
1241.479524,112.299465
1243.328930,106.951872
1248.877147,93.582888
1250.726552,93.582888
1252.575958,93.582888
1254.425363,88.235294
1256.274769,88.235294
1258.124174,85.561497
1259.973580,85.561497
1261.822985,85.561497
1263.672391,85.561497
1265.521797,85.561497
1267.371202,88.235294
1269.220608,90.909091
1271.070013,90.909091
1272.919419,90.909091
1274.768824,93.582888
1276.618230,93.582888
1284.015852,109.625668
1289.564069,112.299465
1293.262880,117.647059
1295.112285,117.647059
1296.961691,117.647059
1298.811096,117.647059
1300.660502,117.647059
1302.509908,120.320856
1304.359313,120.320856
1306.208719,120.320856
1308.058124,120.320856
1309.907530,122.994652
1311.756935,122.994652
1313.606341,133.689840
1315.455746,139.037433
1317.305152,141.711230
1319.154557,141.711230
1321.003963,139.037433
1322.853369,133.689840
1324.702774,131.016043
1326.552180,122.994652
1332.100396,133.689840
1333.949802,131.016043
1335.799207,139.037433
1337.648613,147.058824
1339.498018,155.080214
1341.347424,165.775401
1343.196830,176.470588
1345.046235,179.144385
1346.895641,192.513369
1348.745046,181.818182
1350.594452,176.470588
1352.443857,171.122995
1354.293263,160.427807
1356.142668,149.732620
1357.992074,141.711230
1365.389696,131.016043
1369.088507,128.342246
1376.486129,131.016043
1378.335535,139.037433
1380.184941,147.058824
1382.034346,160.427807
1383.883752,203.208556
1385.733157,275.401070
1387.582563,336.898396
1391.281374,315.508021
1393.130779,280.748663
1394.980185,245.989305
1396.829590,200.534759
1398.678996,181.818182
1400.528402,160.427807
1402.377807,149.732620
1404.227213,141.711230
1406.076618,141.711230
1407.926024,141.711230
1409.775429,141.711230
1411.624835,147.058824
1413.474240,155.080214
1415.323646,163.101604
1417.173052,163.101604
1419.022457,163.101604
1420.871863,163.101604
1422.721268,160.427807
1424.570674,163.101604
1426.420079,163.101604
1428.269485,171.122995
1430.118890,192.513369
1431.968296,219.251337
1433.817701,227.272727
1435.667107,262.032086
1437.516513,262.032086
1439.365918,232.620321
1441.215324,205.882353
1443.064729,181.818182
1444.914135,168.449198
1446.763540,160.427807
1448.612946,144.385027
1450.462351,147.058824
1454.161162,152.406417
1456.010568,157.754011
1457.859974,163.101604
1459.709379,171.122995
1461.558785,176.470588
1463.408190,187.165775
1465.257596,192.513369
1467.107001,200.534759
1468.956407,197.860963
1470.805812,192.513369
1472.655218,181.818182
1474.504624,173.796791
1476.354029,165.775401
1478.203435,155.080214
1480.052840,147.058824
1481.902246,139.037433
1483.751651,131.016043
1485.601057,125.668449
1487.450462,120.320856
1489.299868,114.973262
1491.149273,112.299465
1494.848085,104.278075
1496.697490,104.278075
1498.546896,101.604278
1500.396301,98.930481
1502.245707,98.930481
1504.095112,98.930481
1505.944518,96.256684
1507.793923,93.582888
1509.643329,93.582888
1511.492734,93.582888
1513.342140,93.582888
1515.191546,93.582888
1517.040951,93.582888
1518.890357,93.582888
1520.739762,93.582888
1522.589168,93.582888
1524.438573,93.582888
1526.287979,93.582888
1528.137384,93.582888
1529.986790,93.582888
1531.836196,93.582888
1533.685601,93.582888
1535.535007,93.582888
1537.384412,93.582888
1539.233818,93.582888
1541.083223,93.582888
1542.932629,93.582888
1544.782034,93.582888
1546.631440,93.582888
1548.480845,93.582888
1550.330251,93.582888
1552.179657,93.582888
1554.029062,93.582888
1555.878468,93.582888
1557.727873,93.582888
1559.577279,93.582888
1561.426684,93.582888
1563.276090,93.582888
1565.125495,93.582888
1566.974901,93.582888
1568.824306,93.582888
1570.673712,93.582888
1572.523118,96.256684
1574.372523,96.256684
1576.221929,96.256684
1578.071334,96.256684
1579.920740,96.256684
1581.770145,98.930481
1583.619551,98.930481
1585.468956,98.930481
1587.318362,98.930481
1589.167768,98.930481
1591.017173,98.930481
1592.866579,101.604278
1594.715984,104.278075
1596.565390,104.278075
1598.414795,104.278075
1600.264201,104.278075
1602.113606,106.951872
1603.963012,106.951872
1605.812417,114.973262
1607.661823,114.973262
1609.511229,117.647059
1611.360634,120.320856
1620.607662,141.711230
1622.457067,152.406417
1624.306473,157.754011
1626.155878,163.101604
1628.005284,168.449198
1629.854690,173.796791
1631.704095,179.144385
1633.553501,187.165775
1635.402906,187.165775
1637.252312,189.839572
1639.101717,189.839572
1640.951123,184.491979
1642.800528,179.144385
1644.649934,179.144385
1646.499339,165.775401
1648.348745,160.427807
1650.198151,155.080214
1652.047556,149.732620
1653.896962,147.058824
1655.746367,144.385027
1657.595773,141.711230
1659.445178,139.037433
1661.294584,144.385027
1663.143989,141.711230
1664.993395,141.711230
1666.842801,141.711230
1668.692206,141.711230
1674.240423,160.427807
1676.089828,163.101604
1677.939234,171.122995
1679.788639,192.513369
1681.638045,197.860963
1683.487450,245.989305
1685.336856,270.053476
1687.186262,294.117647
1689.035667,374.331551
1690.885073,473.262032
1692.734478,569.518717
1694.583884,647.058824
1696.433289,652.406417
1698.282695,655.080214
1700.132100,614.973262
1701.981506,478.609626
1703.830911,390.374332
1705.680317,312.834225
1707.529723,248.663102
1709.379128,203.208556
1711.228534,192.513369
1713.077939,192.513369
1714.927345,192.513369
1716.776750,184.491979
1718.626156,168.449198
1720.475561,149.732620
1722.324967,133.689840
1724.174373,114.973262
1726.023778,106.951872
1727.873184,104.278075
1729.722589,104.278075
1731.571995,109.625668
1733.421400,117.647059
1735.270806,133.689840
1737.120211,147.058824
1738.969617,152.406417
1740.819022,149.732620
1742.668428,131.016043
1744.517834,114.973262
1746.367239,104.278075
1748.216645,90.909091
1750.066050,85.561497
1751.915456,74.866310
1753.764861,72.192513
1755.614267,72.192513
1757.463672,72.192513
1759.313078,69.518717
1764.861295,64.171123
1766.710700,64.171123
1772.258917,58.823529
1774.108322,61.497326
1775.957728,61.497326
1777.807133,61.497326
1779.656539,56.149733
1781.505945,56.149733
1783.355350,56.149733
1785.204756,56.149733
1787.054161,56.149733
1788.903567,56.149733
1790.752972,56.149733
1792.602378,56.149733
1794.451783,53.475936
